fecha,cartera_total,cartera_vencida,deuda,patrimonio,intereses_cartera_total,intereses_deuda,vehiculos_mensuales_estimados,ebt
2018-06-30,1659591090044.0,132960468002.0,1575745418876.0,237530794675.0,19670773143.0,8765391023.0,20835.426848332256,799804075.0
2018-07-31,1694413852460.0,138750935607.0,1386754058389.0,237977876354.0,20435913855.0,7944223977.0,21789.578305471816,535549239.0
2018-08-31,1750871822338.0,136997591009.0,1422646254605.0,238662590771.0,20265181676.0,7397309964.0,21089.613708755187,905676960.0
2018-09-30,1821177373738.0,141937175517.0,1409842800270.0,239191566842.0,20313205673.0,7414227010.0,20423.90517037779,1210508068.0
2018-10-31,1812619056087.0,142685121142.0,1323040206333.0,239690745684.0,20861905623.0,7004802428.0,20544.289512966505,1320901821.0
2018-11-30,1815735726039.0,148855762167.0,1309322608736.0,240366448381.0,20921775591.0,6597759002.0,22195.156636329237,831092809.0
2018-12-31,1846413024760.0,138419239464.0,1356456686137.0,241674705854.0,21543101547.0,6703239627.0,25606.00783774608,2005786162.0
2019-01-31,1785139131696.0,136349335808.0,1310627399358.0,242361035178.0,21150802207.0,6729574587.0,19514.846645434205,1500485886.0
2019-02-28,1777938696042.0,137849721373.0,1290734183467.0,243112037674.0,20885435053.0,5996335682.0,19841.90767457865,1553185301.0
2019-03-31,1807712349854.0,140789437727.0,1349195877143.0,243701511763.0,20883364856.0,6513601239.0,20517.91824748017,1410604103.0
2019-04-30,1767779127289.0,142842785619.0,1277302352418.0,244277467351.0,20766377320.0,6407551849.0,20773.416688135934,564838531.0
2019-05-31,1770192314933.0,141231129189.0,1059012157366.0,244858024827.0,21515460843.0,5692313302.0,20666.614861741626,697332838.0
2019-06-30,1813023689131.0,137896405814.0,1053053269742.0,245198014974.0,20332063641.0,5102352349.0,21294.27527892608,564398162.0
2019-07-31,1829610219134.0,138377863787.0,1046510907071.0,245498774388.0,22382383763.0,5005464814.0,22478.63989647676,-790268536.0
2019-08-31,1831047523804.0,142078439458.0,1064284130423.0,245913877818.0,22712440448.0,5079431065.0,21988.63819754615,1723514519.0
2019-09-30,1841397198817.0,136816674990.0,1083415323173.0,246675089673.0,23014556751.0,4926147134.0,20974.804130341046,1293195105.0
2019-10-31,1863355568481.0,132195058286.0,1089224394018.0,248626389614.0,22877376796.0,5087073756.0,21126.402817338036,4516995027.0
2019-11-30,1913779842444.0,134640362006.0,1127035682244.0,252109375729.0,22272101851.0,4998958583.0,22654.3432409026,913118213.0
2019-12-31,1956176297826.0,136605316740.0,1230345657446.0,255312853318.0,29700379616.0,5511094331.0,26407.192321098715,6348439292.0
2020-01-31,1871780398327.0,132948756295.0,1099841843603.0,256206243809.0,22842245411.0,5380903305.0,17234.5349201697,1412784953.0
2020-02-29,1880405902601.0,129178302641.0,1088635267209.0,257874649164.0,22668099860.0,4919697101.0,18209.406499398952,2707435154.0
2020-03-31,1932364867028.0,143043980297.0,1295305145982.0,257964828981.0,25056610210.0,5650400183.0,15739.616867323104,156493945.0
2020-04-30,1905886132849.0,127626190172.0,1279494163859.0,257937384320.0,22185308552.0,5937171306.0,10435.364052256871,-814189534.0
2020-05-31,1893146016031.0,127891464261.0,1354983443530.0,258091660984.0,21834837038.0,5957081337.0,11760.54570860388,272698062.0
2020-06-30,1901547763608.0,127136391235.0,1308959772183.0,258207068409.0,21517058474.0,5384949337.0,12919.857030124655,1592207032.0
2020-07-31,1840516174966.0,139236614209.0,1285158309143.0,258500476504.0,20782742975.0,5026688653.0,14090.593836424741,541763471.0
2020-08-31,1806110029925.0,166682201545.0,1221798864236.0,255458624230.0,21378093083.0,5322991431.0,13904.229263577188,-4004138257.0
2020-09-30,1811571921591.0,161942304733.0,1232463278357.0,255813568591.0,22004771792.0,4340852675.0,15371.915468520476,597629018.0
2020-10-31,1810619330434.0,151104189673.0,1209406587073.0,256476449751.0,21128759261.0,4231189130.0,16475.3883745339,1370010597.0
2020-11-30,1897651051224.0,145246673049.0,1289048235672.0,258153212014.0,21274832399.0,4107066248.0,18308.270375280168,2690060585.0
2020-12-31,1977380849184.0,143710007777.0,1422237098530.0,260228407121.0,20581648265.0,4460038512.0,20431.277603786377,3652016075.0
2021-01-31,1903468555082.0,151425001106.0,1415533715991.0,261316900468.0,21939964600.0,4503020629.0,17039.588869682404,1812103609.0
2021-02-28,1883744631025.0,150100669112.0,1324349095242.0,262396715901.0,21971801818.0,3847316132.0,18113.421192529444,1892689482.0
2021-03-31,1896952950982.0,154944196203.0,1328780655998.0,263489493887.0,22506820898.0,3919529437.0,20295.46336200126,1878050423.0
2021-04-30,1889497083293.0,179745242973.0,1352653102112.0,263790624437.0,22513939141.0,3794219293.0,17243.966603244477,640392149.0
2021-05-31,1862636503648.0,183763715629.0,1330484450383.0,264178967366.0,22262274446.0,3895820604.0,17226.989943578752,533194773.0
2021-06-30,1828070015705.0,188622996138.0,1385076813620.0,264332828479.0,22123993528.0,3774089237.0,19575.106447156468,305881499.0
2021-07-31,1788685785387.0,182222624901.0,1369426889478.0,264759007758.0,22108480478.0,4027141095.0,20852.80220923399,871835093.0
2021-08-31,1765254836181.0,170100806221.0,1399722485804.0,266096788133.0,21927744686.0,3969810732.0,20767.45526199128,2173808753.0
2021-09-30,1756080380410.0,160795030655.0,1387210573988.0,267659119132.0,21743113522.0,3998786547.0,20879.974821196396,2446210917.0
2021-10-31,1745777984171.0,154350368704.0,1421624069841.0,270287789106.0,21851298914.0,4346970298.0,22223.320912244864,4080025695.0
2021-11-30,1799143296913.0,153846398668.0,1367510387774.0,273521761515.0,21673696764.0,4422610188.0,23534.3760330923,5068843879.0
2021-12-31,1751624354017.0,153669975151.0,1382877706087.0,278963309129.0,21958728768.0,4756548841.0,27099.534344048367,8360727122.0
2022-01-31,1732589027689.0,153564368236.0,1351696855121.0,280981440963.0,21776797778.0,5208655651.0,19790.01531372284,3311817483.0
2022-02-28,1782766407895.0,149988040024.0,1364067831364.0,283124545130.0,22035328128.0,5102434768.0,18440.410519148933,3685956406.0
2022-03-31,1831087274785.0,146375015948.0,1398571343008.0,285632984058.0,23202488203.0,6559025278.0,21265.5064018497,4149563567.0
2022-04-30,1830469704564.0,145612006116.0,1552262646294.0,288452352715.0,23548852323.0,7893374815.0,19931.01349839266,3230997675.0
2022-05-31,1892072288926.0,147096254285.0,1566462039316.0,290211465151.0,24001268095.0,9408247642.0,20858.525168222677,3551421931.0
2022-06-30,1862617454514.0,143023178475.0,1599062011819.0,293558238795.0,24368312757.0,9757653195.0,21297.655928885095,5165929374.0
2022-07-31,1949486334368.0,140859393790.0,1660046383978.0,295863399533.0,25916042716.0,11390751705.0,21860.727884072934,3690281149.0
2022-08-31,2002286132517.0,144686658352.0,1728243526434.0,298332132808.0,27008008312.0,13092960840.0,21677.57807046812,4144093993.0
2022-09-30,2081728233383.0,149367053065.0,1740676943227.0,299216354681.0,27788383238.0,14098402092.0,21394.60103236311,1503778695.0
2022-10-31,2184876253293.0,152574749059.0,1843342940093.0,299739857456.0,29810522420.0,16572656552.0,21737.323599882908,907283839.0
2022-11-30,2269936772155.0,166196390851.0,2113394809568.0,299858075006.0,31422950218.0,19882431418.0,21476.198383515853,109899040.0
2022-12-31,2361557044295.0,168946679376.0,2080058310656.0,298593016586.0,33574794996.0,22667712333.0,25792.44419947516,-2226053377.0
2023-01-31,2355907513244.0,176738670415.0,2107069760796.0,297323107386.0,34659094707.0,24543523203.0,14532.875556154166,-1671643312.2341247
2023-02-28,2355522987719.0,184282341501.0,2132133496799.0,295840953928.0,35359791744.0,23389589356.0,14095.380419798305,-1951030763.2784941
2023-03-31,2285461569403.0,191226201870.0,2067185304242.0,293339191783.0,36836681304.0,25693241061.0,15102.808236785557,-3293191323.040851
2023-04-30,2243286963840.0,201329251125.0,2074037704313.0,290554699044.0,35481565059.0,24489726924.0,14453.787472895172,-3665363370.1636543
2023-05-31,2196669287773.0,208289801671.0,2006975310275.0,287560736552.0,35728476071.0,25075405718.0,14751.089651518507,-3941098605.185012
2023-06-30,2149110429839.0,216381122200.0,1997373776098.0,281457297508.0,35045155712.0,24002367098.0,14819.637406805314,-8034253991.9635515
2023-07-31,2122753846312.0,209422500095.0,1937486187124.0,276201692181.0,35011856030.0,24325354542.0,15163.152500385964,-6918209188.988937
2023-08-31,2133657165938.0,210848155861.0,1916343184992.0,272834879277.0,34809814242.0,24077667654.0,15354.450750655244,-4431899756.7031975
2023-09-30,2168075819952.0,203369586302.0,1932156678015.0,270743619705.0,35430449006.0,23393180312.0,14780.763906437858,-2752826798.7029295
2023-10-31,2149589811136.0,230914473957.0,1944283677513.0,263474189942.0,35541256017.0,24129908456.0,14980.344871760308,-9569104347.834198
2023-11-30,2189106998919.0,239989463747.0,2009894083625.0,262296938478.0,35784942039.0,23821721249.0,15903.252243715606,-1549673422.8033252
2023-12-31,2195597574202.0,241910056265.0,2065846183193.0,258392499881.0,36592509290.0,25257177958.0,18675.456983087995,-5139602633.561391
2024-01-31,2126316325177.0,252970318746.0,2006607347191.0,255616473788.0,36020034840.0,24978483257.0,15517.048739702514,-3654218311.790226
2024-02-29,2064668619008.0,242634167585.0,1956594039827.0,253880355840.0,35340615572.0,22554508654.0,15242.362465034179,-2285336587.075542
2024-03-31,2071754072573.0,243570990295.0,1965395044123.0,251416832643.0,34978019405.0,23028263658.0,15878.337854494077,-3242855533.9221735
2024-04-30,2077390577562.0,244863591284.0,2053548572846.0,247699345927.0,35013720312.0,22506343353.0,15537.85973248842,-4893508769.855828
2024-05-31,1978578869012.0,227922829337.0,2046805620678.0,243529717983.0,34648594582.0,23555415024.0,15854.602613208015,-5488684283.169319
2024-06-30,1979209511116.0,232058944516.0,1976005678982.0,235565767020.0,33373653329.0,22078671506.0,15984.96150927093,-10483336419.847551
2024-07-31,1929543621427.0,236747828628.0,1994546279718.0,230467280636.0,33595072758.0,22131393434.0,16322.790583905347,-6711385874.14781
2024-08-31,1936936751800.0,232284192860.0,1957306910314.0,227017772982.0,32251769523.0,21458986557.0,16957.227306325603,-4540754882.561309
2024-09-30,1967731041240.0,225585253572.0,2011454977004.0,223281264420.0,31514251170.0,20593500901.0,16009.317417535822,-4918548151.92523
2024-10-31,1964323516994.0,221220346629.0,2000478758539.0,220695960002.0,32504767377.0,21397450263.0,16873.351841252825,-3403162084.6900206
2024-11-30,1944340703680.0,215054728529.0,1941362847438.0,218712281348.0,31385127933.0,18865908636.0,18008.892360123824,-2611212798.1911545
2024-12-31,1940569573178.0,240256997787.0,1971626599243.0,214882351884.0,31855692568.0,18961246687.0,20861.247576658458,-5041522633.920619
2025-01-31,1899304224536.0,233270368500.0,1944312737409.0,213658233175.0,31195924455.0,18702401518.0,19710.67228261219,-1611367059.3775687
2025-02-28,1869483510132.0,225598875561.0,1914776991572.0,213403427785.0,30519801103.0,16873202451.0,18499.712204920033,-335412741.4107307
2025-03-31,1845963354406.0,216106632366.0,1872882130074.0,213510743262.0,30831142410.0,17984836247.0,20167.024763266076,191787804.40161014
2025-04-30,1869603287337.0,208425375881.0,1865103798176.0,214195514926.0,30428233097.0,17023118099.0,19631.008709985763,1223782977.3146057
2025-05-31,1865399853583.0,202522500043.0,1883161707346.0,214997441876.0,30710422461.0,17638312665.0,20450.394402522757,1433155900.0663044
2025-06-30,1894235964303.0,194288914177.0,1915987112629.0,216165748602.0,30715823570.0,17038360696.0,20220.245003267944,2087927930.9094768
2025-07-31,1828159502044.0,192152466044.0,1875844088099.0,216746161420.0,30634221148.0,17490305122.0,21023.191938468684,1007340795.0
2025-08-31,1814038574269.0,188254944466.0,1820041200681.0,217109111279.0,29576438407.0,17794067030.0,21618.167068723204,650877954.0
2025-09-30,1867572577844.0,185108451742.0,1892317443258.0,218521514893.0,30265033248.0,15314324772.0,20331.62770337766,2465692867.0
2025-10-31,1889662179041.0,179065547419.0,1880468932599.0,220667232814.0,30710061148.0,17022131356.0,21272.419057251125,3651221857.0
2025-11-30,1923785248398.0,169472834307.0,1916337546069.0,222844279934.0,30484148026.0,16217393148.0,22457.966735153168,3745596827.0
2025-12-31,1938739437023.0,179353803514.0,1945762174207.0,224534781297.0,31809509005.0,16942021830.0,25753.570130451404,3508844158.0
2026-01-31,1941301234972.0,179890463824.0,1939567791479.0,225653157915.0,31510902978.0,16986134139.0,34935.811086743604,2018199894.0
2026-02-28,1934469751432.0,170822114455.0,1951842062297.0,226485986119.0,31456230663.0,16054230810.0,33222.45399242005,3598247911.0
2026-03-31,1895983779682.0,167387498075.0,1901040609759.0,228156098138.0,32407700556.0,17629998439.0,36606.315758100674,6041215201.0
2026-04-30,1910586218971.0,172033652409.0,1914151229637.0,229589294776.0,32198029915.0,17292282099.0,34961.53079100231,3005960173.0
2026-05-31,1937478332797.0,170419125302.0,1932763813606.84,231444837148.28,33313900752.070007,18327070821.380005,36590.36184023734,3248316301.2800007
2026-06-30,1982997739851.0,182739355331.0,1974053386419.25,232977241243.52,33902446815.44998,18500783902.5,35889.52653149603,2618840505.24
